"","idpub","X","gwiiq_bm","edfa57q","edmo57q","bmpin1","ocsf57","ocpf57","incg400","incg250","relfml","res57","hsdm57","edfa57q.miss","edmo57q.miss","bmpin1.miss","ocsf57.miss","ocpf57.miss","res57Dic","edfa57q.NoNA","edmo57q.NoNA","bmpin1.NoNA","ocsf57.NoNA","ocpf57.NoNA","strata","yrwg74i1","milty","bkxrl3","ru028re","gu028re","mx013rer","mx015rer","ixt07rer","ixt08rer","edeqyr","yrer74i1","rp001rei1","religion","urban","school","yrwg74"
"1296",909582,1296,101,12,10,1,18,57,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,10,1,18,57,162,0,0,6,NA,NA,NA,NA,NA,NA,13,0,NA,"Other","Rural","Public",0
"1297",909592,1297,99,7,10,70,23,60,FALSE,FALSE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,10,70,23,60,109,160,1,6,-2,-2,2,3,3,-2,12,164,30000,"Catholic","Urban","Public",160
"1298",909599,1298,106,7,7,88,17,56,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,88,17,56,142,210,0,6,-2,NA,-2,-2,-2,-2,12,210,75000,"Other","Urban","Public",210
"1299",909601,1299,112,7,7,64,16,55,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,64,16,55,142,121,0,1,72,48,1,0,2,-3,12,121,5000,"Catholic","Rural","Public",121
"1300",909611,1300,78,16,16,157,79,81,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,16,157,79,81,134,0,1,4,NA,NA,NA,NA,NA,NA,12,70,NA,"Catholic","Urban","Catholic",0
"1301",909612,1301,85,7,7,21,43,69,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,21,43,69,72,126,1,1,-2,-2,-2,-2,-2,-2,12,126,25000,"Other","Rural","Public",126
"1302",909622,1302,83,7,7,34,22,60,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,34,22,60,170,95,1,2,8,NA,1,0,NA,NA,12,125,32000,"Catholic","Rural","Public",95
"1303",909644,1303,93,7,7,62,NA,NA,FALSE,FALSE,TRUE,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7,7,62,30.2687787429739,60.4144098109351,174,155.4900055,1,1,25,NA,2,1,3,-2,12,295.489990234375,22000,"Catholic","Urban","Public",0
"1304",909653,1304,103,18,12,70,52,71,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,12,70,52,71,38,140,0,2,50,60,1,1,1,1,15,140,22000,"Other","Rural","Public",140
"1305",909662,1305,102,7,13,77,37,67,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,13,77,37,67,94,150,0,1,24,NA,2,2,NA,NA,13,150,44000,"Catholic","Urban","Public",150
"1306",909665,1306,89,NA,10,58,NA,NA,FALSE,FALSE,FALSE,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,10.4034575115656,10,58,30.2687787429739,60.4144098109351,153,250,0,5,1,31,-2,-2,-2,-2,14,260,50000,"Other","Urban","Public",250
"1307",909666,1307,129,16,16,152,68,77,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,16,152,68,77,60,230,1,4,-2,2,-2,-2,-2,-2,16,230,70000,"Other","Urban","Public",230
"1308",909671,1308,93,12,7,35,9,47,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,7,35,9,47,81,210,1,3,-2,1,1,1,1,0.5,12,210,18000,"Other","Urban","Public",210
"1309",909683,1309,89,7,16,17,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16,17,14,53,96,0,1,1,-2,-2,-2,-2,-2,-2,12,36.5,30000,"Other","Rural","Public",0
"1310",909686,1310,102,12,12,47,NA,NA,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,12,47,30.2687787429739,60.4144098109351,2,180,0,3,-2,16,-2,-2,-2,-2,16,180,130000,"Other","Rural","Public",180
"1311",909691,1311,92,10,7,74,NA,NA,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,7,74,30.2687787429739,60.4144098109351,159,82.01999664,1,6,30,217,1,2,1,2,12,202.019989013672,42000,"Other","Rural","Public",0
"1312",909695,1312,117,7,7,43,33,65,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,43,33,65,132,100,1,1,6,6,2,0,3,-2,12,117,28000,"Other","Rural","Public",100
"1313",909700,1313,123,10,16,17,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,16,17,14,53,175,160,0,5,20,20,2,1,3,-2,12,160,45000,"Other","Rural","Public",160
"1314",909709,1314,109,10,10,46,65,75,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10,46,65,75,166,250,0,6,NA,NA,NA,NA,NA,NA,16,250,NA,"Other","Urban","Public",250
"1315",909727,1315,86,12,12,107,65,75,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,107,65,75,62,120,1,1,-2,NA,-2,-2,-2,-2,12,120,22000,"Other","Rural","Public",120
"1316",909730,1316,89,10,10,79,31,65,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,79,31,65,23,130,0,2,16,NA,2,2,3,-2,12,130,30000,"Other","Rural","Public",130
"1317",909741,1317,112,18,12,107,84,83,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18,12,107,84,83,88,524.2399902,1,1,6,15,NA,NA,-2,-2,20,538.630004882812,75069,"Other","Urban","Public",NA
"1318",909746,1318,125,12,14,75,37,67,FALSE,FALSE,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,14,75,37,67,135,97,0,3,1,-2,2,2,3,-2,17,97,2500,"Catholic","Urban","Catholic",97
"1319",909753,1319,96,12,12,73,68,77,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,73,68,77,163,120,0,3,30,30,2,0,-3,-3,12,120,57000,"Other","Rural","Public",120
"1320",909765,1320,85,7,7,29,14,53,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,29,14,53,131,135,0,2,10,10,1,1,1,0.5,13,135,47000,"Catholic","Rural","Public",135
"1321",909766,1321,73,7,7,56,14,53,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,56,14,53,24,90,0,2,-2,-2,NA,NA,-3,-3,12,100,25516,"Other","Urban","Public",90
"1322",909782,1322,99,7,10,26,6,41,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,26,6,41,33,100,1,4,-2,-2,1,0,3,-2,12,125,50000,"Other","Rural","Public",100
"1323",909787,1323,125,18,12,434,92,89,TRUE,TRUE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18,12,434,92,89,71,140,0,1,3,124,1,2,1,2,15,140,30000,"Catholic","Urban","Public",140
"1324",909788,1324,124,7,7,50,NA,NA,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,7,50,30.2687787429739,60.4144098109351,37,140,1,2,NA,NA,NA,NA,NA,NA,12,140,NA,"Other","Rural","Public",140
"1325",909790,1325,104,7,7,47,22,59,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,47,22,59,118,140,1,4,10,15,NA,NA,NA,NA,15,140,60000,"Other","Urban","Public",140
"1326",909794,1326,101,10,12,57,15,54,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,57,15,54,89,0,1,4,48,48,1,0,1,-3,19,36,2500,"Other","Rural","Public",0
"1327",909803,1327,83,7,7,23,6,41,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,23,6,41,131,296.5400085,1,6,-2,30,-2,-2,-2,-2,13,296.540008544922,36000,"Other","Rural","Public",NA
"1328",909807,1328,113,7,7,62,32,65,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,62,32,65,103,130,1,3,40,60,2,0,-2,-2,12,130,40000,"Other","Urban","Public",130
"1329",909823,1329,93,NA,10,54,14,53,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10,54,14,53,66,190,0,1,-2,NA,NA,NA,NA,NA,12,190,72000,"Catholic","Rural","Public",190
"1330",909827,1330,101,7,7,16,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,16,14,53,34,57,1,3,NA,NA,NA,NA,NA,NA,12,57,NA,"Other","Rural","Public",57
"1331",909830,1331,79,13,10,53,41,68,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,10,53,41,68,8,170.1999969,0,5,1,-2,NA,NA,NA,NA,12,218.610000610352,36400,"Catholic","Rural","Public",NA
"1332",909835,1332,82,10,10,51,7,44,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,51,7,44,52,100,1,1,5,5,-2,-2,-2,-2,12,100,0,"Catholic","Rural","Catholic",100
"1333",909838,1333,106,7,12,86,15,54,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,86,15,54,94,198,1,5,-2,-2,2,2,3,-2,12,198,52000,"Other","Urban","Public",198
"1334",909848,1334,101,7,10,101,79,81,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,10,101,79,81,75,180,1,4,-2,62,1,2,3,-2,14,180,30000,"Catholic","Urban","Public",180
"1335",909860,1335,103,10,7,58,NA,NA,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,7,58,30.2687787429739,60.4144098109351,101,78,1,1,3,5,2,1,3,-2,18,280.619995117188,50000,"Catholic","Urban","Catholic",78
"1336",909881,1336,102,10,7,66,19,57,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,7,66,19,57,101,130,0,1,60,-2,1,1,1,1,12,130,4000,"Catholic","Rural","Catholic",130
"1337",909883,1337,104,7,7,9,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,9,14,53,12,200,1,2,4,2,NA,NA,3,-2,12,200,35000,"Other","Rural","Public",200
"1338",909896,1338,107,7,16,47,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16,47,14,53,99,111,1,1,10,8,2,1,3,-2,12,111,25000,"Other","Rural","Public",111
"1339",909897,1339,124,7,7,41,41,68,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,41,41,68,132,500,0,4,40,75,2,1,NA,NA,16,680,200000,"Catholic","Rural","Public",500
"1340",909899,1340,111,18,18,135,62,74,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,18,135,62,74,102,160,0,6,-2,-2,1,1,3,-2,17,160,66000,"Other","Rural","Public",160
"1341",909901,1341,102,16,7,68,44,69,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,7,68,44,69,177,100,1,1,2,10,-2,-2,3,-2,20,103,34000,"Other","Rural","Public",100
"1342",909932,1342,97,13,12,31,NA,NA,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,12,31,30.2687787429739,60.4144098109351,2,37.59000015,0,6,NA,4,NA,NA,3,-2,12,302.589996337891,NA,"Catholic","Rural","Public",0
"1343",909945,1343,113,12,10,90,16,56,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,10,90,16,56,85,186,0,2,90,NA,2,2,1,1,16,186,40000,"Other","Urban","Public",186
"1344",909947,1344,92,7,7,27,22,60,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,27,22,60,87,0,0,1,6,4,NA,NA,3,-2,12,130,55395,"Catholic","Rural","Public",0
"1345",909949,1345,93,7,10,18,14,53,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,10,18,14,53,13,163,1,4,NA,-1,NA,NA,3,-2,12,163,NA,"Other","Urban","Public",163
"1346",909950,1346,104,7,7,80,14,53,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,80,14,53,168,40,0,1,-2,-2,-2,-2,-2,-2,12,160,22000,"Catholic","Rural","Public",40
"1347",909958,1347,89,10,12,50,39,68,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,50,39,68,95,140,1,2,-2,NA,NA,NA,-2,-2,13,140,68720,"Other","Rural","Public",140
"1348",909963,1348,104,10,10,13,6,41,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,13,6,41,30,130,1,5,-2,-2,NA,NA,3,-2,12,134,20365,"Other","Rural","Public",130
"1349",909969,1349,78,10,10,47,NA,NA,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,10,47,30.2687787429739,60.4144098109351,153,115,1,4,-2,NA,1,2,1,1,12,115,0,"Other","Rural","Public",115
"1350",909973,1350,112,13,NA,54,NA,NA,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,13,10.7198339032731,54,30.2687787429739,60.4144098109351,76,67,0,2,6,12,-2,-2,-2,-2,12,67,0,"Catholic","Rural","Public",67
"1351",909977,1351,129,10,12,73,24,61,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,12,73,24,61,135,NA,1,-3,-2,-2,2,1,NA,NA,16,NA,40000,"Other","Urban","Public",NA
"1352",909978,1352,98,7,7,18,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,18,14,53,34,103.7300034,0,3,-2,NA,2,0,NA,NA,12,136.470001220703,50000,"Other","Rural","Public",0
"1353",909980,1353,111,16,7,NA,NA,NA,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,16,7,62.953509995351,30.2687787429739,60.4144098109351,73,136.2599945,1,5,-2,-2,NA,NA,NA,NA,12,416.260009765625,102000,"Other","Rural","Public",0
"1354",909988,1354,123,13,7,110,39,67,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,7,110,39,67,85,30,0,1,-2,-2,-2,-2,-2,-2,17,30,6000,"Catholic","Urban","Catholic",30
"1355",909997,1355,120,18,12,28,61,74,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,12,28,61,74,140,149.9299927,1,4,-2,-2,1,1,3,-2,12,149.929992675781,40000,"Other","Rural","Public",NA
"1356",910002,1356,113,10,12,41,NA,NA,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,12,41,30.2687787429739,60.4144098109351,152,160,1,5,-2,3,2,2,3,-2,20,160,69000,"Other","Rural","Public",160
"1357",910010,1357,85,12,12,269,68,77,FALSE,TRUE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,269,68,77,134,200,1,1,-2,1,1,0,3,-2,12,200,50000,"Catholic","Urban","Catholic",200
"1358",910038,1358,104,7,10,47,NA,NA,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,10,47,30.2687787429739,60.4144098109351,15,100,1,1,-2,-2,1,1,1,2,12,100,0,"Catholic","Rural","Public",100
"1359",910043,1359,76,NA,10,11,32,65,FALSE,FALSE,FALSE,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10,11,32,65,70,170,1,4,-2,-3,2,2,3,-2,12,170,25200,"Other","Rural","Public",170
"1360",910050,1360,85,12,10,55,86,84,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,10,55,86,84,112,145,1,1,-2,2,2,0,3,-2,15,145,40000,"Catholic","Urban","Catholic",145
"1361",910054,1361,76,10,10,54,9,46,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,54,9,46,52,120,1,4,6,4,2,2,3,-2,16,120,35000,"Other","Rural","Public",120
"1362",910060,1362,85,NA,NA,58,NA,NA,FALSE,FALSE,FALSE,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10.4034575115656,10.7198339032731,58,30.2687787429739,60.4144098109351,153,180,1,4,-2,-2,1,1,3,-2,13,180,43000,"Other","Rural","Public",180
"1363",910072,1363,103,NA,13,NA,NA,NA,FALSE,FALSE,TRUE,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10.4034575115656,13,62.953509995351,30.2687787429739,60.4144098109351,104,130,1,1,10,NA,2,1,NA,NA,12,130,23000,"Catholic","Urban","Public",130
"1364",910082,1364,77,7,16,62,18,57,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16,62,18,57,54,54.40000153,0,2,NA,NA,NA,NA,NA,NA,12,254.399993896484,NA,"Other","Rural","Public",0
"1365",910094,1365,112,7,10,31,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,31,14,53,160,0,1,2,NA,NA,NA,NA,NA,NA,12,68,NA,"Other","Rural","Public",0
"1366",910100,1366,109,7,12,35,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,35,14,53,145,135,1,1,-2,-2,NA,NA,NA,NA,12,155,70000,"Other","Rural","Public",135
"1367",910115,1367,107,16,14,73,49,70,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,14,73,49,70,102,155,1,2,-2,50,-2,-2,-2,-2,12,288.200012207031,52000,"Other","Urban","Public",155
"1368",910126,1368,109,14,14,84,87,85,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,14,84,87,85,119,210,0,1,10,20,1,2,NA,NA,18,390,110000,"Other","Rural","Public",210
"1369",910128,1369,82,7,7,50,19,57,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,50,19,57,113,290,0,1,-2,-2,2,0,3,-2,12,646.030029296875,51094,"Catholic","Rural","Public",290
"1370",910145,1370,89,7,10,58,33,65,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,58,33,65,109,140,1,2,-2,NA,2,5,NA,NA,12,163,36000,"Other","Rural","Public",140
"1371",910149,1371,81,7,10,37,18,57,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,10,37,18,57,25,66.66999817,1,6,-2,NA,-2,-2,NA,NA,12,172.669998168945,35000,"Other","Urban","Public",0
"1372",910151,1372,98,7,7,34,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,34,14,53,18,NA,1,-3,30,24,NA,NA,1,0.75,13,NA,50000,"Other","Rural","Public",NA
"1373",910166,1373,97,7,18,50,17,56,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,18,50,17,56,10,96,1,2,NA,-2,NA,NA,3,-2,12,96,NA,"Catholic","Rural","Catholic",96
"1374",910169,1374,133,14,12,65,33,65,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,12,65,33,65,78,200,0,2,-2,-2,NA,NA,3,-2,20,200,45000,"Other","Rural","Public",200
"1375",910171,1375,115,12,13,66,44,69,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,13,66,44,69,65,245,1,6,24,110,1,0,3,-2,18,245,75000,"Catholic","Rural","Public",245
"1376",910172,1376,92,13,12,18,18,57,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,18,18,57,91,150,0,1,36,NA,1,1,NA,NA,12,150,44000,"Catholic","Rural","Public",150
"1377",910185,1377,67,10,10,32,44,69,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,32,44,69,72,130,0,4,NA,NA,NA,NA,3,-2,12,130,NA,"Catholic","Rural","Public",130
"1378",910190,1378,129,16,12,166,68,77,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,12,166,68,77,151,380,0,1,-2,NA,2,2,NA,NA,20,380,102000,"Catholic","Urban","Catholic",380
"1379",910208,1379,93,13,7,35,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,7,35,14,53,55,118,0,2,30,28,-3,-3,-2,-2,12,118,50000,"Other","Rural","Public",118
"1380",910216,1380,79,NA,10,97,15,54,FALSE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10,97,15,54,27,200,1,4,-2,-2,NA,NA,NA,NA,12,200,36900,"Other","Rural","Public",200
"1381",910217,1381,103,NA,NA,71,14,53,FALSE,FALSE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10.4034575115656,10.7198339032731,71,14,53,168,57.13000107,0,2,-2,3,NA,NA,-2,-2,12,57.1300010681152,29000,"Other","Urban","Public",NA
"1382",910218,1382,139,10,12,74,NA,NA,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,12,74,30.2687787429739,60.4144098109351,84,230,0,1,-2,15,2,1,3,-2,20,230,80000,"Catholic","Rural","Catholic",230
"1383",910219,1383,111,12,12,83,60,74,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,83,60,74,43,950,0,1,4,2,-2,-2,NA,NA,16,950,76000,"Catholic","Urban","Catholic",950
"1384",910221,1384,103,7,10,21,14,53,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,21,14,53,5,38,0,4,NA,NA,NA,NA,NA,NA,15,38,NA,"Other","Rural","Public",38
"1385",910223,1385,109,16,12,43,44,69,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,12,43,44,69,92,135,0,1,-2,-2,2,1,3,-2,16,135,40000,"Catholic","Rural","Public",135
"1386",910225,1386,86,7,7,42,6,41,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,42,6,41,106,130,1,1,-2,4,NA,NA,3,-2,12,130,30000,"Catholic","Urban","Catholic",130
"1387",910260,1387,101,10,12,64,25,61,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,64,25,61,167,145,1,6,45,-2,2,2,3,-2,12,145,80000,"Other","Rural","Public",145
"1388",910263,1388,83,7,10,81,14,53,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,81,14,53,143,130,1,1,16,2,2,1,NA,NA,12,130,30000,"Catholic","Rural","Public",130
"1389",910264,1389,61,7,7,NA,NA,NA,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,7,62.953509995351,30.2687787429739,60.4144098109351,169,92.19999695,0,3,62,-5,2,1,NA,NA,12,181.029998779297,20000,"Other","Rural","Public",NA
"1390",910282,1390,104,7,13,29,14,53,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,13,29,14,53,50,0,0,1,-2,NA,-2,-2,-2,-2,12,160,25000,"Catholic","Rural","Public",0
"1391",910287,1391,123,16,16,115,86,84,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,16,115,86,84,151,320,0,4,6,20,2,1,3,-2,16,320,150000,"Other","Urban","Public",320
"1392",910288,1392,133,7,7,44,17,56,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,44,17,56,132,145,0,2,45,60,2,1,1,0,20,145,50000,"Catholic","Urban","Catholic",145
"1393",910296,1393,123,7,7,47,31,64,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,47,31,64,132,264,0,1,16,14,2,1,3,-2,16,264,140000,"Catholic","Rural","Public",264
"1394",910298,1394,123,7,7,82,NA,NA,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,7,82,30.2687787429739,60.4144098109351,16,100,1,3,-2,12,1,1,1,1,14,100,47000,"Catholic","Rural","Public",100
"1395",910304,1395,112,7,10,42,44,69,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,10,42,44,69,56,195,0,4,-2,NA,2,1,NA,NA,12,195,42000,"Other","Urban","Public",195
"1396",910317,1396,118,7,12,20,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,20,14,53,117,60,0,4,-2,4,-2,-2,-2,-2,12,149.110000610352,30000,"Other","Rural","Public",60
"1397",910319,1397,123,7,7,36,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,36,14,53,97,190,0,4,10,2,-2,-2,-2,-2,20,190,80000,"Other","Rural","Public",190
"1398",910333,1398,88,7,7,50,NA,NA,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,7,50,30.2687787429739,60.4144098109351,173,80,0,3,40,20,2,1,3,-2,12,147.570007324219,53000,"Other","Rural","Public",80
